Date,Team,Player Value,Pick Value,Total Value
2022-05-10,All-Pro KTC,76064,32436,108500
2022-05-10,Don’t Tread on Me,81753,24688,106441
2022-05-10,Stroud Boyz,57820,28474,86294
2022-05-10,The Shake’N’Bakerz,59941,22820,82761
2022-05-10,Low Taper Feyd,64181,34648,98829
2022-05-10,Washed up Wilsons,64118,38068,102186
2022-05-10,The Cleveland Josh Allens,56522,50340,106862
2022-05-10,Bye Week,65209,21368,86577
2022-05-10,Turrible. Just turrible.,69248,24688,93936
2022-05-11,Stanford Marshmallows,74360,25654,100014
2022-05-11,All-Pro KTC,76040,32418,108458
2022-05-11,Don’t Tread on Me,81574,24649,106223
2022-05-11,Stroud Boyz,57595,28427,86022
2022-05-11,The Shake’N’Bakerz,60040,22788,82828
2022-05-11,Low Taper Feyd,63941,34594,98535
2022-05-11,Washed up Wilsons,64131,37977,102108
2022-05-11,The Cleveland Josh Allens,56577,50280,106857
2022-05-11,Bye Week,65083,21334,86417
2022-05-11,Turrible. Just turrible.,69308,24649,93957
2022-05-12,Stanford Marshmallows,74208,25509,99717
2022-05-12,All-Pro KTC,76046,32376,108422
2022-05-12,Don’t Tread on Me,81309,24616,105925
2022-05-12,Stroud Boyz,57192,28437,85629
2022-05-12,The Shake’N’Bakerz,60052,22750,82802
2022-05-12,Low Taper Feyd,63917,34582,98499
2022-05-12,Washed up Wilsons,64035,38078,102113
2022-05-12,The Cleveland Josh Allens,56676,50262,106938
2022-05-12,Bye Week,65395,21294,86689
2022-05-12,Turrible. Just turrible.,69093,24616,93709
2022-05-13,Stanford Marshmallows,74335,25442,99777
2022-05-13,All-Pro KTC,75943,32404,108347
2022-05-13,Don’t Tread on Me,81358,24464,105822
2022-05-13,Stroud Boyz,56736,28255,84991
2022-05-13,The Shake’N’Bakerz,60159,22487,82646
2022-05-13,Low Taper Feyd,63842,34310,98152
2022-05-13,Washed up Wilsons,64009,37877,101886
2022-05-13,The Cleveland Josh Allens,56523,50275,106798
2022-05-13,Bye Week,65262,21182,86444
2022-05-13,Turrible. Just turrible.,68979,24464,93443
2022-05-14,Stanford Marshmallows,74060,25511,99571
2022-05-14,All-Pro KTC,75564,32364,107928
2022-05-14,Don’t Tread on Me,81372,24509,105881
2022-05-14,Stroud Boyz,56699,28275,84974
2022-05-14,The Shake’N’Bakerz,60012,22563,82575
2022-05-14,Low Taper Feyd,63806,34355,98161
2022-05-14,Washed up Wilsons,64184,37880,102064
2022-05-14,The Cleveland Josh Allens,56689,50247,106936
2022-05-14,Bye Week,65055,21227,86282
2022-05-14,Turrible. Just turrible.,69031,24509,93540
2022-05-15,Stanford Marshmallows,73988,25428,99416
2022-05-15,All-Pro KTC,75746,32122,107868
2022-05-15,Don’t Tread on Me,81415,24407,105822
2022-05-15,Stroud Boyz,56761,28113,84874
2022-05-15,The Shake’N’Bakerz,59900,22453,82353
2022-05-15,Low Taper Feyd,63613,34175,97788
2022-05-15,Washed up Wilsons,64205,37692,101897
2022-05-15,The Cleveland Josh Allens,56444,49942,106386
2022-05-15,Bye Week,64872,21151,86023
2022-05-15,Turrible. Just turrible.,68969,24407,93376
2022-05-16,Stanford Marshmallows,73741,25359,99100
2022-05-16,All-Pro KTC,75646,31983,107629
2022-05-16,Don’t Tread on Me,81138,24292,105430
2022-05-16,Stroud Boyz,56645,27952,84597
2022-05-16,The Shake’N’Bakerz,59619,22301,81920
2022-05-16,Low Taper Feyd,63536,33994,97530
2022-05-16,Washed up Wilsons,64050,37477,101527
2022-05-16,The Cleveland Josh Allens,56440,49712,106152
2022-05-16,Bye Week,65088,21058,86146
2022-05-16,Turrible. Just turrible.,68973,24292,93265
2022-05-17,Stanford Marshmallows,73697,25357,99054
2022-05-17,All-Pro KTC,75705,31894,107599
2022-05-17,Don’t Tread on Me,80905,24180,105085
2022-05-17,Stroud Boyz,56728,27776,84504
2022-05-17,The Shake’N’Bakerz,59525,22031,81556
2022-05-17,Low Taper Feyd,63375,33696,97071
2022-05-17,Washed up Wilsons,64112,37321,101433
2022-05-17,The Cleveland Josh Allens,56565,49677,106242
2022-05-17,Bye Week,64950,21008,85958
2022-05-17,Turrible. Just turrible.,69021,24180,93201
2022-05-18,Stanford Marshmallows,73720,25467,99187
2022-05-18,All-Pro KTC,75173,31907,107080
2022-05-18,Don’t Tread on Me,80592,24251,104843
2022-05-18,Stroud Boyz,56775,27770,84545
2022-05-18,The Shake’N’Bakerz,59657,22156,81813
2022-05-18,Low Taper Feyd,63516,33854,97370
2022-05-18,Washed up Wilsons,63889,37313,101202
2022-05-18,The Cleveland Josh Allens,56401,49651,106052
2022-05-18,Bye Week,65061,21050,86111
2022-05-18,Turrible. Just turrible.,68630,24251,92881
2022-05-19,Stanford Marshmallows,73720,25466,99186
2022-05-19,All-Pro KTC,75119,31744,106863
2022-05-19,Don’t Tread on Me,80762,24311,105073
2022-05-19,Stroud Boyz,56973,27869,84842
2022-05-19,The Shake’N’Bakerz,59296,22358,81654
2022-05-19,Low Taper Feyd,63324,33971,97295
2022-05-19,Washed up Wilsons,63779,37311,101090
2022-05-19,The Cleveland Josh Allens,56430,49408,105838
2022-05-19,Bye Week,64638,21091,85729
2022-05-19,Turrible. Just turrible.,68882,24311,93193
2022-05-20,Stanford Marshmallows,73958,25557,99515
2022-05-20,All-Pro KTC,75082,31587,106669
2022-05-20,Don’t Tread on Me,80776,24382,105158
2022-05-20,Stroud Boyz,56881,27881,84762
2022-05-20,The Shake’N’Bakerz,59294,22447,81741
2022-05-20,Low Taper Feyd,63407,34045,97452
2022-05-20,Washed up Wilsons,63812,37327,101139
2022-05-20,The Cleveland Josh Allens,56412,49251,105663
2022-05-20,Bye Week,64530,21161,85691
2022-05-20,Turrible. Just turrible.,68871,24382,93253
2022-05-21,Stanford Marshmallows,73669,25582,99251
2022-05-21,All-Pro KTC,75223,31515,106738
2022-05-21,Don’t Tread on Me,81008,24380,105388
2022-05-21,Stroud Boyz,56821,27810,84631
2022-05-21,The Shake’N’Bakerz,58956,22524,81480
2022-05-21,Low Taper Feyd,63299,34133,97432
2022-05-21,Washed up Wilsons,63591,37184,100775
2022-05-21,The Cleveland Josh Allens,56502,49033,105535
2022-05-21,Bye Week,64808,21129,85937
2022-05-21,Turrible. Just turrible.,68724,24380,93104
2022-05-22,Stanford Marshmallows,73482,25434,98916
2022-05-22,All-Pro KTC,75513,31450,106963
2022-05-22,Don’t Tread on Me,81002,24316,105318
2022-05-22,Stroud Boyz,56569,27806,84375
2022-05-22,The Shake’N’Bakerz,58884,22511,81395
2022-05-22,Low Taper Feyd,63242,34039,97281
2022-05-22,Washed up Wilsons,63575,37187,100762
2022-05-22,The Cleveland Josh Allens,56312,48986,105298
2022-05-22,Bye Week,64751,21075,85826
2022-05-22,Turrible. Just turrible.,68745,24316,93061
2022-05-23,Stanford Marshmallows,73441,25455,98896
2022-05-23,All-Pro KTC,75686,31658,107344
2022-05-23,Don’t Tread on Me,81169,24327,105496
2022-05-23,Stroud Boyz,56628,27817,84445
2022-05-23,The Shake’N’Bakerz,58783,22548,81331
2022-05-23,Low Taper Feyd,63460,34155,97615
2022-05-23,Washed up Wilsons,63504,37189,100693
2022-05-23,The Cleveland Josh Allens,56366,49143,105509
2022-05-23,Bye Week,64573,21051,85624
2022-05-23,Turrible. Just turrible.,68632,24327,92959
2022-05-24,Stanford Marshmallows,73572,25675,99247
2022-05-24,All-Pro KTC,75636,31858,107494
2022-05-24,Don’t Tread on Me,81206,24456,105662
2022-05-24,Stroud Boyz,56652,27965,84617
2022-05-24,The Shake’N’Bakerz,58694,22598,81292
2022-05-24,Low Taper Feyd,63457,34251,97708
2022-05-24,Washed up Wilsons,63676,37336,101012
2022-05-24,The Cleveland Josh Allens,56391,49464,105855
2022-05-24,Bye Week,64384,21191,85575
2022-05-24,Turrible. Just turrible.,68785,24456,93241
2022-05-25,Stanford Marshmallows,73492,25620,99112
2022-05-25,All-Pro KTC,75752,31858,107610
2022-05-25,Don’t Tread on Me,80985,24372,105357
2022-05-25,Stroud Boyz,57090,27824,84914
2022-05-25,The Shake’N’Bakerz,58521,22449,80970
2022-05-25,Low Taper Feyd,63472,34140,97612
2022-05-25,Washed up Wilsons,63595,37247,100842
2022-05-25,The Cleveland Josh Allens,56492,49452,105944
2022-05-25,Bye Week,64269,21116,85385
2022-05-25,Turrible. Just turrible.,68539,24372,92911
2022-05-26,Stanford Marshmallows,73423,25512,98935
2022-05-26,All-Pro KTC,75816,31828,107644
2022-05-26,Don’t Tread on Me,80792,24233,105025
2022-05-26,Stroud Boyz,57339,27736,85075
2022-05-26,The Shake’N’Bakerz,58523,22319,80842
2022-05-26,Low Taper Feyd,63356,33929,97285
2022-05-26,Washed up Wilsons,63397,37004,100401
2022-05-26,The Cleveland Josh Allens,56436,49305,105741
2022-05-26,Bye Week,64218,21001,85219
2022-05-26,Turrible. Just turrible.,68506,24233,92739
2022-05-27,Stanford Marshmallows,73490,25609,99099
2022-05-27,All-Pro KTC,75764,31940,107704
2022-05-27,Don’t Tread on Me,81138,24230,105368
2022-05-27,Stroud Boyz,57251,27688,84939
2022-05-27,The Shake’N’Bakerz,58644,22245,80889
2022-05-27,Low Taper Feyd,63357,33896,97253
2022-05-27,Washed up Wilsons,63152,36945,100097
2022-05-27,The Cleveland Josh Allens,56095,49429,105524
2022-05-27,Bye Week,64303,21008,85311
2022-05-27,Turrible. Just turrible.,68632,24230,92862
2022-05-28,Stanford Marshmallows,73414,25487,98901
2022-05-28,All-Pro KTC,75986,32048,108034
2022-05-28,Don’t Tread on Me,81132,24067,105199
2022-05-28,Stroud Boyz,57349,27545,84894
2022-05-28,The Shake’N’Bakerz,58527,21982,80509
2022-05-28,Low Taper Feyd,63335,33622,96957
2022-05-28,Washed up Wilsons,63390,36805,100195
2022-05-28,The Cleveland Josh Allens,56032,49555,105587
2022-05-28,Bye Week,64486,20882,85368
2022-05-28,Turrible. Just turrible.,68545,24067,92612
2022-05-29,Stanford Marshmallows,73582,25485,99067
2022-05-29,All-Pro KTC,75926,31989,107915
2022-05-29,Don’t Tread on Me,81080,24130,105210
2022-05-29,Stroud Boyz,57404,27611,85015
2022-05-29,The Shake’N’Bakerz,58429,22110,80539
2022-05-29,Low Taper Feyd,63418,33745,97163
2022-05-29,Washed up Wilsons,63465,36912,100377
2022-05-29,The Cleveland Josh Allens,56058,49513,105571
2022-05-29,Bye Week,64395,20925,85320
2022-05-29,Turrible. Just turrible.,68660,24130,92790
2022-05-30,Stanford Marshmallows,73389,25511,98900
2022-05-30,All-Pro KTC,75688,32050,107738
2022-05-30,Don’t Tread on Me,80858,24154,105012
2022-05-30,Stroud Boyz,56541,29759,86300
2022-05-30,The Shake’N’Bakerz,59276,19967,79243
2022-05-30,Low Taper Feyd,63617,33802,97419
2022-05-30,Washed up Wilsons,63511,36962,100473
2022-05-30,The Cleveland Josh Allens,56087,49573,105660
2022-05-30,Bye Week,64481,20938,85419
2022-05-30,Turrible. Just turrible.,68806,24154,92960
2022-05-31,Stanford Marshmallows,73418,25487,98905
2022-05-31,All-Pro KTC,75733,31823,107556
2022-05-31,Don’t Tread on Me,80849,24074,104923
2022-05-31,Stroud Boyz,56301,29565,85866
2022-05-31,The Shake’N’Bakerz,59286,19917,79203
2022-05-31,Low Taper Feyd,63533,33656,97189
2022-05-31,Washed up Wilsons,63622,36749,100371
2022-05-31,The Cleveland Josh Allens,55945,49285,105230
2022-05-31,Bye Week,64518,20880,85398
2022-05-31,Turrible. Just turrible.,68685,24074,92759
2022-06-01,Stanford Marshmallows,73326,25731,99057
2022-06-01,All-Pro KTC,75637,31932,107569
2022-06-01,Don’t Tread on Me,80987,24209,105196
2022-06-01,Stroud Boyz,56236,29622,85858
2022-06-01,The Shake’N’Bakerz,59415,20000,79415
2022-06-01,Low Taper Feyd,63450,33791,97241
2022-06-01,Washed up Wilsons,63450,36853,100303
2022-06-01,The Cleveland Josh Allens,55845,49498,105343
2022-06-01,Bye Week,64595,21015,85610
2022-06-01,Turrible. Just turrible.,68768,24209,92977
2022-06-02,Stanford Marshmallows,73144,25821,98965
2022-06-02,All-Pro KTC,75741,31834,107575
2022-06-02,Don’t Tread on Me,80849,24517,105366
2022-06-02,Stroud Boyz,56113,30107,86220
2022-06-02,The Shake’N’Bakerz,59155,20416,79571
2022-06-02,Low Taper Feyd,63424,34345,97769
2022-06-02,Washed up Wilsons,63346,37321,100667
2022-06-02,The Cleveland Josh Allens,55985,49451,105436
2022-06-02,Bye Week,64924,21241,86165
2022-06-02,Turrible. Just turrible.,68854,24517,93371
2022-06-03,Stanford Marshmallows,73329,25707,99036
2022-06-03,All-Pro KTC,75982,31880,107862
2022-06-03,Don’t Tread on Me,80796,24466,105262
2022-06-03,Stroud Boyz,56306,30183,86489
2022-06-03,The Shake’N’Bakerz,59061,20338,79399
2022-06-03,Low Taper Feyd,63210,34261,97471
2022-06-03,Washed up Wilsons,63550,37349,100899
2022-06-03,The Cleveland Josh Allens,55791,49499,105290
2022-06-03,Bye Week,64943,21201,86144
2022-06-03,Turrible. Just turrible.,69064,24466,93530
2022-06-04,Stanford Marshmallows,73271,25557,98828
2022-06-04,All-Pro KTC,76264,31825,108089
2022-06-04,Don’t Tread on Me,80843,24342,105185
2022-06-04,Stroud Boyz,56517,30047,86564
2022-06-04,The Shake’N’Bakerz,58864,20263,79127
2022-06-04,Low Taper Feyd,63132,34110,97242
2022-06-04,Washed up Wilsons,63607,37203,100810
2022-06-04,The Cleveland Josh Allens,55712,49375,105087
2022-06-04,Bye Week,65098,21086,86184
2022-06-04,Turrible. Just turrible.,69162,24342,93504
2022-06-05,Stanford Marshmallows,73213,25498,98711
2022-06-05,All-Pro KTC,76190,31805,107995
2022-06-05,Don’t Tread on Me,80692,24242,104934
2022-06-05,Stroud Boyz,56699,29876,86575
2022-06-05,The Shake’N’Bakerz,58886,20137,79023
2022-06-05,Low Taper Feyd,63364,33938,97302
2022-06-05,Washed up Wilsons,63500,37082,100582
2022-06-05,The Cleveland Josh Allens,55808,49360,105168
2022-06-05,Bye Week,64994,21010,86004
2022-06-05,Turrible. Just turrible.,69113,24242,93355
2022-06-06,Stanford Marshmallows,73054,25348,98402
2022-06-06,All-Pro KTC,76175,31801,107976
2022-06-06,Don’t Tread on Me,80996,24108,105104
2022-06-06,Stroud Boyz,56702,29755,86457
2022-06-06,The Shake’N’Bakerz,58938,20031,78969
2022-06-06,Low Taper Feyd,63363,33774,97137
2022-06-06,Washed up Wilsons,63449,36922,100371
2022-06-06,The Cleveland Josh Allens,55759,49267,105026
2022-06-06,Bye Week,64832,20886,85718
2022-06-06,Turrible. Just turrible.,69181,24108,93289
2022-06-07,Stanford Marshmallows,73030,25432,98462
2022-06-07,All-Pro KTC,76720,32017,108737
2022-06-07,Don’t Tread on Me,80846,24043,104889
2022-06-07,Stroud Boyz,56720,29584,86304
2022-06-07,The Shake’N’Bakerz,59005,19824,78829
2022-06-07,Low Taper Feyd,63287,33598,96885
2022-06-07,Washed up Wilsons,63662,36851,100513
2022-06-07,The Cleveland Josh Allens,55616,49570,105186
2022-06-07,Bye Week,64529,20858,85387
2022-06-07,Turrible. Just turrible.,69135,24043,93178
2022-06-08,Stanford Marshmallows,72918,25457,98375
2022-06-08,All-Pro KTC,76428,31994,108422
2022-06-08,Don’t Tread on Me,80741,24097,104838
2022-06-08,Stroud Boyz,56869,29684,86553
2022-06-08,The Shake’N’Bakerz,58969,19897,78866
2022-06-08,Low Taper Feyd,62959,33712,96671
2022-06-08,Washed up Wilsons,64094,36892,100986
2022-06-08,The Cleveland Josh Allens,55716,49498,105214
2022-06-08,Bye Week,64872,20892,85764
2022-06-08,Turrible. Just turrible.,69104,24097,93201
2022-06-09,Stanford Marshmallows,72574,25356,97930
2022-06-09,All-Pro KTC,76500,31967,108467
2022-06-09,Don’t Tread on Me,81142,24082,105224
2022-06-09,Stroud Boyz,56964,29746,86710
2022-06-09,The Shake’N’Bakerz,59023,19965,78988
2022-06-09,Low Taper Feyd,63070,33730,96800
2022-06-09,Washed up Wilsons,64256,36914,101170
2022-06-09,The Cleveland Josh Allens,55642,49442,105084
2022-06-09,Bye Week,64649,20866,85515
2022-06-09,Turrible. Just turrible.,69123,24082,93205
2022-06-10,Stanford Marshmallows,72389,25218,97607
2022-06-10,All-Pro KTC,76435,31703,108138
2022-06-10,Don’t Tread on Me,81182,23925,105107
2022-06-10,Stroud Boyz,57024,29498,86522
2022-06-10,The Shake’N’Bakerz,59057,19821,78878
2022-06-10,Low Taper Feyd,62749,33507,96256
2022-06-10,Washed up Wilsons,64319,36638,100957
2022-06-10,The Cleveland Josh Allens,55804,49054,104858
2022-06-10,Bye Week,64597,20731,85328
2022-06-10,Turrible. Just turrible.,69206,23925,93131
2022-06-11,Stanford Marshmallows,72104,25414,97518
2022-06-11,All-Pro KTC,76698,31575,108273
2022-06-11,Don’t Tread on Me,81183,24155,105338
2022-06-11,Stroud Boyz,57075,29725,86800
2022-06-11,The Shake’N’Bakerz,59025,20165,79190
2022-06-11,Low Taper Feyd,62683,33881,96564
2022-06-11,Washed up Wilsons,64173,36818,100991
2022-06-11,The Cleveland Josh Allens,55525,48929,104454
2022-06-11,Bye Week,64582,20913,85495
2022-06-11,Turrible. Just turrible.,69214,24155,93369
2022-06-12,Stanford Marshmallows,71999,25481,97480
2022-06-12,All-Pro KTC,76836,31666,108502
2022-06-12,Don’t Tread on Me,81167,24203,105370
2022-06-12,Stroud Boyz,57095,29771,86866
2022-06-12,The Shake’N’Bakerz,58959,20188,79147
2022-06-12,Low Taper Feyd,62588,33941,96529
2022-06-12,Washed up Wilsons,64117,36893,101010
2022-06-12,The Cleveland Josh Allens,55383,49067,104450
2022-06-12,Bye Week,64369,20957,85326
2022-06-12,Turrible. Just turrible.,69614,24203,93817
2022-06-13,Stanford Marshmallows,72021,25697,97718
2022-06-13,All-Pro KTC,76757,32068,108825
2022-06-13,Don’t Tread on Me,81041,24526,105567
2022-06-13,Stroud Boyz,57249,30186,87435
2022-06-13,The Shake’N’Bakerz,58792,20590,79382
2022-06-13,Low Taper Feyd,62338,34558,96896
2022-06-13,Washed up Wilsons,64197,37415,101612
2022-06-13,The Cleveland Josh Allens,55218,49582,104800
2022-06-13,Bye Week,64371,21182,85553
2022-06-13,Turrible. Just turrible.,69882,24526,94408
2022-06-14,Stanford Marshmallows,71871,25581,97452
2022-06-14,All-Pro KTC,76760,32062,108822
2022-06-14,Don’t Tread on Me,81369,24532,105901
2022-06-14,Stroud Boyz,57055,30275,87330
2022-06-14,The Shake’N’Bakerz,58644,20671,79315
2022-06-14,Low Taper Feyd,62442,34648,97090
2022-06-14,Washed up Wilsons,64318,37504,101822
2022-06-14,The Cleveland Josh Allens,55211,49545,104756
2022-06-14,Bye Week,64419,21160,85579
2022-06-14,Turrible. Just turrible.,70238,24532,94770
2022-06-15,Stanford Marshmallows,71666,25557,97223
2022-06-15,All-Pro KTC,76844,32260,109104
2022-06-15,Don’t Tread on Me,81365,24528,105893
2022-06-15,Stroud Boyz,57064,30305,87369
2022-06-15,The Shake’N’Bakerz,58688,20652,79340
2022-06-15,Low Taper Feyd,62464,34668,97132
2022-06-15,Washed up Wilsons,64500,37589,102089
2022-06-15,The Cleveland Josh Allens,55241,49785,105026
2022-06-15,Bye Week,64504,21148,85652
2022-06-15,Turrible. Just turrible.,70185,24528,94713
2022-06-16,Stanford Marshmallows,71768,25586,97354
2022-06-16,All-Pro KTC,76844,32214,109058
2022-06-16,Don’t Tread on Me,81021,24392,105413
2022-06-16,Stroud Boyz,57247,30029,87276
2022-06-16,The Shake’N’Bakerz,58816,20431,79247
2022-06-16,Low Taper Feyd,62371,34364,96735
2022-06-16,Washed up Wilsons,64551,37313,101864
2022-06-16,The Cleveland Josh Allens,55235,49731,104966
2022-06-16,Bye Week,64372,21068,85440
2022-06-16,Turrible. Just turrible.,70273,24392,94665
2022-06-17,Stanford Marshmallows,71710,25628,97338
2022-06-17,All-Pro KTC,76934,32048,108982
2022-06-17,Don’t Tread on Me,81025,24430,105455
2022-06-17,Stroud Boyz,57404,30023,87427
2022-06-17,The Shake’N’Bakerz,58863,20501,79364
2022-06-17,Low Taper Feyd,62410,34393,96803
2022-06-17,Washed up Wilsons,64460,37307,101767
2022-06-17,The Cleveland Josh Allens,55105,49581,104686
2022-06-17,Bye Week,64125,21109,85234
2022-06-17,Turrible. Just turrible.,70094,24430,94524
2022-06-18,Stanford Marshmallows,71637,25512,97149
2022-06-18,All-Pro KTC,76971,31889,108860
2022-06-18,Don’t Tread on Me,80826,24339,105165
2022-06-18,Stroud Boyz,57475,29896,87371
2022-06-18,The Shake’N’Bakerz,58794,20425,79219
2022-06-18,Low Taper Feyd,62401,34275,96676
2022-06-18,Washed up Wilsons,64674,37190,101864
2022-06-18,The Cleveland Josh Allens,55228,49368,104596
2022-06-18,Bye Week,64094,21027,85121
2022-06-18,Turrible. Just turrible.,70066,24339,94405
2022-06-19,Stanford Marshmallows,71463,25627,97090
2022-06-19,All-Pro KTC,76992,31887,108879
2022-06-19,Don’t Tread on Me,80706,24399,105105
2022-06-19,Stroud Boyz,57433,29946,87379
2022-06-19,The Shake’N’Bakerz,58734,20430,79164
2022-06-19,Low Taper Feyd,62504,34314,96818
2022-06-19,Washed up Wilsons,64527,37218,101745
2022-06-19,The Cleveland Josh Allens,55108,49396,104504
2022-06-19,Bye Week,64137,21094,85231
2022-06-19,Turrible. Just turrible.,70257,24399,94656
2022-06-20,Stanford Marshmallows,71373,25673,97046
2022-06-20,All-Pro KTC,76973,31955,108928
2022-06-20,Don’t Tread on Me,80701,24595,105296
2022-06-20,Stroud Boyz,57336,30391,87727
2022-06-20,The Shake’N’Bakerz,58845,20582,79427
2022-06-20,Low Taper Feyd,62574,34555,97129
2022-06-20,Washed up Wilsons,64419,37648,102067
2022-06-20,The Cleveland Josh Allens,55132,49641,104773
2022-06-20,Bye Week,64038,21275,85313
2022-06-20,Turrible. Just turrible.,70169,24595,94764
2022-06-21,Stanford Marshmallows,71266,25651,96917
2022-06-21,All-Pro KTC,76943,32061,109004
2022-06-21,Don’t Tread on Me,80901,24595,105496
2022-06-21,Stroud Boyz,57169,30271,87440
2022-06-21,The Shake’N’Bakerz,58706,20689,79395
2022-06-21,Low Taper Feyd,62589,34723,97312
2022-06-21,Washed up Wilsons,64464,37629,102093
2022-06-21,The Cleveland Josh Allens,55193,49647,104840
2022-06-21,Bye Week,64382,21219,85601
2022-06-21,Turrible. Just turrible.,70314,24595,94909
2022-06-22,Stanford Marshmallows,71236,25823,97059
2022-06-22,All-Pro KTC,76890,32238,109128
2022-06-22,Don’t Tread on Me,80906,24657,105563
2022-06-22,Stroud Boyz,57370,30336,87706
2022-06-22,The Shake’N’Bakerz,58570,20604,79174
2022-06-22,Low Taper Feyd,62623,34695,97318
2022-06-22,Washed up Wilsons,64486,37719,102205
2022-06-22,The Cleveland Josh Allens,55252,49960,105212
2022-06-22,Bye Week,64316,21311,85627
2022-06-22,Turrible. Just turrible.,70446,24657,95103
2022-06-23,Stanford Marshmallows,71196,25802,96998
2022-06-23,All-Pro KTC,77023,32133,109156
2022-06-23,Don’t Tread on Me,80820,24718,105538
2022-06-23,Stroud Boyz,57161,30519,87680
2022-06-23,The Shake’N’Bakerz,58753,20659,79412
2022-06-23,Low Taper Feyd,62704,34759,97463
2022-06-23,Washed up Wilsons,64522,37844,102366
2022-06-23,The Cleveland Josh Allens,55218,49887,105105
2022-06-23,Bye Week,64383,21371,85754
2022-06-23,Turrible. Just turrible.,70600,24718,95318
2022-06-24,Stanford Marshmallows,71205,25778,96983
2022-06-24,All-Pro KTC,77205,32169,109374
2022-06-24,Don’t Tread on Me,80649,24669,105318
2022-06-24,Stroud Boyz,56928,30445,87373
2022-06-24,The Shake’N’Bakerz,58632,20609,79241
2022-06-24,Low Taper Feyd,62661,34686,97347
2022-06-24,Washed up Wilsons,64536,37776,102312
2022-06-24,The Cleveland Josh Allens,55467,49909,105376
2022-06-24,Bye Week,64449,21330,85779
2022-06-24,Turrible. Just turrible.,70471,24669,95140
2022-06-25,Stanford Marshmallows,71297,25747,97044
2022-06-25,All-Pro KTC,77284,32190,109474
2022-06-25,Don’t Tread on Me,80603,24761,105364
2022-06-25,Stroud Boyz,56944,30596,87540
2022-06-25,The Shake’N’Bakerz,58577,20732,79309
2022-06-25,Low Taper Feyd,62524,34913,97437
2022-06-25,Washed up Wilsons,64677,37995,102672
2022-06-25,The Cleveland Josh Allens,55360,49948,105308
2022-06-25,Bye Week,64201,21377,85578
2022-06-25,Turrible. Just turrible.,70471,24761,95232
2022-06-26,Stanford Marshmallows,71486,25798,97284
2022-06-26,All-Pro KTC,77051,32401,109452
2022-06-26,Don’t Tread on Me,80545,24765,105310
2022-06-26,Stroud Boyz,57095,30559,87654
2022-06-26,The Shake’N’Bakerz,58601,20739,79340
2022-06-26,Low Taper Feyd,62343,34917,97260
2022-06-26,Washed up Wilsons,64625,38026,102651
2022-06-26,The Cleveland Josh Allens,55422,50219,105641
2022-06-26,Bye Week,64312,21381,85693
2022-06-26,Turrible. Just turrible.,70681,24765,95446
2022-06-27,Stanford Marshmallows,71553,25802,97355
2022-06-27,All-Pro KTC,77259,32300,109559
2022-06-27,Don’t Tread on Me,80631,24635,105266
2022-06-27,Stroud Boyz,57040,30334,87374
2022-06-27,The Shake’N’Bakerz,58634,20510,79144
2022-06-27,Low Taper Feyd,62124,34628,96752
2022-06-27,Washed up Wilsons,64757,37766,102523
2022-06-27,The Cleveland Josh Allens,55425,50086,105511
2022-06-27,Bye Week,64446,21304,85750
2022-06-27,Turrible. Just turrible.,70868,24635,95503
2022-06-28,Stanford Marshmallows,71409,26018,97427
2022-06-28,All-Pro KTC,77266,32510,109776
2022-06-28,Don’t Tread on Me,80489,24843,105332
2022-06-28,Stroud Boyz,57103,30535,87638
2022-06-28,The Shake’N’Bakerz,58716,20763,79479
2022-06-28,Low Taper Feyd,62059,34983,97042
2022-06-28,Washed up Wilsons,64683,38011,102694
2022-06-28,The Cleveland Josh Allens,55376,50361,105737
2022-06-28,Bye Week,64462,21463,85925
2022-06-28,Turrible. Just turrible.,70746,24843,95589
2022-06-29,Stanford Marshmallows,71235,25952,97187
2022-06-29,All-Pro KTC,77218,32488,109706
2022-06-29,Don’t Tread on Me,80837,24690,105527
2022-06-29,Stroud Boyz,57156,30392,87548
2022-06-29,The Shake’N’Bakerz,58760,20427,79187
2022-06-29,Low Taper Feyd,61998,34590,96588
2022-06-29,Washed up Wilsons,64736,37877,102613
2022-06-29,The Cleveland Josh Allens,55564,50434,105998
2022-06-29,Bye Week,64341,21390,85731
2022-06-29,Turrible. Just turrible.,70500,24690,95190
2022-06-30,Stanford Marshmallows,71248,26008,97256
2022-06-30,All-Pro KTC,77234,32315,109549
2022-06-30,Don’t Tread on Me,80899,24783,105682
2022-06-30,Stroud Boyz,57346,30420,87766
2022-06-30,The Shake’N’Bakerz,58557,20743,79300
2022-06-30,Low Taper Feyd,62022,34893,96915
2022-06-30,Washed up Wilsons,64491,37786,102277
2022-06-30,The Cleveland Josh Allens,55415,50036,105451
2022-06-30,Bye Week,64301,21413,85714
2022-06-30,Turrible. Just turrible.,70571,24783,95354
2022-07-01,Stanford Marshmallows,71283,26029,97312
2022-07-01,All-Pro KTC,77175,32279,109454
2022-07-01,Don’t Tread on Me,80767,24854,105621
2022-07-01,Stroud Boyz,57599,30544,88143
2022-07-01,The Shake’N’Bakerz,58635,20899,79534
2022-07-01,Low Taper Feyd,62054,34997,97051
2022-07-01,Washed up Wilsons,64430,37873,102303
2022-07-01,The Cleveland Josh Allens,55541,50028,105569
2022-07-01,Bye Week,64324,21473,85797
2022-07-01,Turrible. Just turrible.,70522,24854,95376
